title,price,rating,availability,book_url,book_image
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Â£25.77,One,In stock,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,image_scrap/Blue Like Jazz_ Nonreligious Thoughts on Christian.jpg
Benjamin Franklin: An American Life,Â£48.19,Three,In stock,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,image_scrap/Benjamin Franklin_ An American Life.jpg
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Â£29.93,Five,In stock,http://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,"image_scrap/At The Existentialist CafÃ©_ Freedom, Being, and a.jpg"
A Summer In Europe,Â£44.34,Two,In stock,http://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,image_scrap/A Summer In Europe.jpg
A Short History of Nearly Everything,Â£52.40,Five,In stock,http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,image_scrap/A Short History of Nearly Everything.jpg
A Gathering of Shadows (Shades of Magic #2),Â£44.81,Four,In stock,http://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,image_scrap/A Gathering of Shadows (Shades of Magic #2).jpg
The Sound Of Love,Â£57.84,Five,In stock,http://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,image_scrap/The Sound Of Love.jpg
The Rise and Fall of the Third Reich: A History of Nazi Germany,Â£39.67,Two,In stock,http://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,image_scrap/The Rise and Fall of the Third Reich_ A History of.jpg
The Perks of Being a Wallflower,Â£55.02,Three,In stock,http://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,image_scrap/The Perks of Being a Wallflower.jpg
The Mysterious Affair at Styles (Hercule Poirot #1),Â£24.80,Four,In stock,http://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,image_scrap/The Mysterious Affair at Styles (Hercule Poirot #1.jpg
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Â£59.45,Four,In stock,http://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,image_scrap/The Man Who Mistook His Wife for a Hat and Other C.jpg
The Makings of a Fatherless Child,Â£31.58,Two,In stock,http://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,image_scrap/The Makings of a Fatherless Child.jpg
The Joy of Cooking,Â£43.27,Four,In stock,http://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,image_scrap/The Joy of Cooking.jpg
The Invention of Wings,Â£37.34,One,In stock,http://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,image_scrap/The Invention of Wings.jpg
The Hobbit (Middle-Earth Universe),Â£17.80,Five,In stock,http://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,image_scrap/The Hobbit (Middle-Earth Universe).jpg
The Great Railway Bazaar,Â£30.54,One,In stock,http://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,image_scrap/The Great Railway Bazaar.jpg
The Golden Compass (His Dark Materials #1),Â£18.77,One,In stock,http://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,image_scrap/The Golden Compass (His Dark Materials #1).jpg
The God Delusion,Â£46.85,Three,In stock,http://books.toscrape.com/catalogue/the-god-delusion_444/index.html,image_scrap/The God Delusion.jpg
The Girl You Left Behind (The Girl You Left Behind #1),Â£15.79,One,In stock,http://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,image_scrap/The Girl You Left Behind (The Girl You Left Behind.jpg
The Fellowship of the Ring (The Lord of the Rings #1),Â£10.27,Two,In stock,http://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,image_scrap/The Fellowship of the Ring (The Lord of the Rings .jpg
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Â£15.42,Five,In stock,http://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,image_scrap/The Collected Poems of W.B. Yeats (The Collected W.jpg
The Barefoot Contessa Cookbook,Â£59.92,Five,In stock,http://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,image_scrap/The Barefoot Contessa Cookbook.jpg
Tell the Wolves I'm Home,Â£50.96,Two,In stock,http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,image_scrap/Tell the Wolves I'm Home.jpg
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Â£30.60,Three,In stock,http://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,image_scrap/Ship Leaves Harbor_ Essays on Travel by a Recoveri.jpg
Pride and Prejudice,Â£19.27,Four,In stock,http://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,image_scrap/Pride and Prejudice.jpg
Musicophilia: Tales of Music and the Brain,Â£46.58,One,In stock,http://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,image_scrap/Musicophilia_ Tales of Music and the Brain.jpg
Mere Christianity,Â£48.51,Three,In stock,http://books.toscrape.com/catalogue/mere-christianity_435/index.html,image_scrap/Mere Christianity.jpg
Me Before You (Me Before You #1),Â£19.02,One,In stock,http://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,image_scrap/Me Before You (Me Before You #1).jpg
In the Woods (Dublin Murder Squad #1),Â£38.38,Two,In stock,http://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,image_scrap/In the Woods (Dublin Murder Squad #1).jpg
In Cold Blood,Â£49.98,Four,In stock,http://books.toscrape.com/catalogue/in-cold-blood_432/index.html,image_scrap/In Cold Blood.jpg
How to Stop Worrying and Start Living,Â£46.49,Five,In stock,http://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,image_scrap/How to Stop Worrying and Start Living.jpg
Give It Back,Â£18.32,Two,In stock,http://books.toscrape.com/catalogue/give-it-back_430/index.html,image_scrap/Give It Back.jpg
"Girl, Interrupted",Â£42.14,Three,In stock,http://books.toscrape.com/catalogue/girl-interrupted_429/index.html,"image_scrap/Girl, Interrupted.jpg"
Fun Home: A Family Tragicomic,Â£56.59,Four,In stock,http://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,image_scrap/Fun Home_ A Family Tragicomic.jpg
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Â£20.96,Four,In stock,http://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,"image_scrap/Fruits Basket, Vol. 6 (Fruits Basket #6).jpg"
Deception Point,Â£40.32,Four,In stock,http://books.toscrape.com/catalogue/deception-point_426/index.html,image_scrap/Deception Point.jpg
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Â£36.39,Three,In stock,http://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,"image_scrap/Death Note, Vol. 6_ Give-and-Take (Death Note #6).jpg"
Catherine the Great: Portrait of a Woman,Â£58.55,Four,In stock,http://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,image_scrap/Catherine the Great_ Portrait of a Woman.jpg
Better Homes and Gardens New Cook Book,Â£39.61,Three,In stock,http://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,image_scrap/Better Homes and Gardens New Cook Book.jpg
An Unquiet Mind: A Memoir of Moods and Madness,Â£21.30,Three,In stock,http://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,image_scrap/An Unquiet Mind_ A Memoir of Moods and Madness.jpg
A Year in Provence (Provence #1),Â£56.88,Four,In stock,http://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,image_scrap/A Year in Provence (Provence #1).jpg
World Without End (The Pillars of the Earth #2),Â£32.97,Four,In stock,http://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,image_scrap/World Without End (The Pillars of the Earth #2).jpg
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Â£47.31,Four,In stock,http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,"image_scrap/Will Grayson, Will Grayson (Will Grayson, Will Gra.jpg"
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Â£48.67,Two,In stock,http://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,image_scrap/Why Save the Bankers?_ And Other Essays on Our Eco.jpg
Where She Went (If I Stay #2),Â£41.73,Four,In stock,http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,image_scrap/Where She Went (If I Stay #2).jpg
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Â£53.68,Four,In stock,http://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,image_scrap/What If?_ Serious Scientific Answers to Absurd Hyp.jpg
Two Summers,Â£14.64,One,In stock,http://books.toscrape.com/catalogue/two-summers_415/index.html,image_scrap/Two Summers.jpg
This Is Your Brain on Music: The Science of a Human Obsession,Â£38.40,One,In stock,http://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,image_scrap/This Is Your Brain on Music_ The Science of a Huma.jpg
The Secret Garden,Â£15.08,Four,In stock,http://books.toscrape.com/catalogue/the-secret-garden_413/index.html,image_scrap/The Secret Garden.jpg
The Raven King (The Raven Cycle #4),Â£30.57,Two,In stock,http://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,image_scrap/The Raven King (The Raven Cycle #4).jpg
The Raven Boys (The Raven Cycle #1),Â£57.74,Four,In stock,http://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,image_scrap/The Raven Boys (The Raven Cycle #1).jpg
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Â£11.05,Five,In stock,http://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,image_scrap/The Power Greens Cookbook_ 140 Delicious Superfood.jpg
The Metamorphosis,Â£28.58,One,In stock,http://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,image_scrap/The Metamorphosis.jpg
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Â£42.91,Five,In stock,http://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,image_scrap/The Mathews Men_ Seven Brothers and the War Agains.jpg
The Little Paris Bookshop,Â£24.73,Three,In stock,http://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,image_scrap/The Little Paris Bookshop.jpg
The Hiding Place,Â£55.91,Four,In stock,http://books.toscrape.com/catalogue/the-hiding-place_406/index.html,image_scrap/The Hiding Place.jpg
The Grand Design,Â£13.76,Three,In stock,http://books.toscrape.com/catalogue/the-grand-design_405/index.html,image_scrap/The Grand Design.jpg
The Firm,Â£45.56,Three,In stock,http://books.toscrape.com/catalogue/the-firm_404/index.html,image_scrap/The Firm.jpg
The Fault in Our Stars,Â£47.22,One,In stock,http://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,image_scrap/The Fault in Our Stars.jpg
The False Prince (The Ascendance Trilogy #1),Â£56.00,Five,In stock,http://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,image_scrap/The False Prince (The Ascendance Trilogy #1).jpg
The Expatriates,Â£44.58,Two,In stock,http://books.toscrape.com/catalogue/the-expatriates_401/index.html,image_scrap/The Expatriates.jpg
